pk,sk,assigned_cohort,fee,status,accept_reject_date,amount_to_be_paid,transaction_id,payment_status,i_agree_to_terms_and_conditions_of_global_shala,modified_at,apply_date,from_where_did_you_hear_about_us,accept_reject_reason,category,not_started_date,cohort_p2,cohort_p1,relation_id,reward_awarded_date,completion_date,withdraw_reason,team_name,team_code,application_id,i_have_read_and_agreed_to_the_terms_and_conditions,team_creator,send_for_approval_mechanism_t_c,please_identify_your_student_status,i_understand_that_i_will_have_to_commit_at_least56_hours_each_w,why_do_you_want_to_apply_for_this_internship1,i_will_be_available_from79_pm_ist730930_am_cst_for_meetings_onc,from_which_medium_did_you_hear_about_the_internship,why_do_you_want_to_apply_for_this_internship,withdraw_date,created_at,external_reference_url,work_item_sk,i_understand_that_this_is_the_first_step_towards_my_application,how_did_you_hear_about_this_opportunity,can_you_share_an_experience_where_you_proactively_pursued_learn,dropped_out_date,appear_in_wishlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#2f958f15-8e19-44e1-b54b-acd6ed6f0118,Learner#0000000010CWACM55ZMCB9FBJS,,,1011,,0,,unpaid,,1681930181338,2023-04-19T18:23:00.795Z,Northeastern University,,,,,B6B68DU,,,,,MS T2,TAO3HPD,,TRUE,,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010NTSC7T5BDEJHG5M3,,0,,,,,,,1686381847651,,,,Internship,,,,,,,,,,,,,,,,,,,,,1679486695421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#0000000010R0G1Z17MA7ZPHTES,B4DRFNS,,1070,1742382079462,0,,unpaid,TRUE,1742382082283,2025-03-18T12:09:47.343Z,GlobalShala Website,Accepted by automation,,,,B4DRFNS,,,,,,,,,,,,,,,,,,1742299787343,,WorkItem#00000000101TVPSNC1RKCK2JK7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#000000001095TD3ZZX538NHV5W,,0,,,,,,,1698748251237,,,,Competition,,,,,,,,,,,,,,,,,,,,,1698747830751,,,,,,,"'""is_frozen'"":'""false'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010Z5Q4JS9Y7RWQM6MG,,0,,,,,,,1776085259851,,,,Career,,,,,,,,,,,,,,,,,,,,,1776082545026,,WorkItem#000000001069GHYC2BFQ1JEYNN,,,,,"{'""serial_number'"":'""1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#0000000010DJ0JN5V8CGEGFM04,,,1030,1709277678295,68,,unpaid,,1709277678309,2024-01-04T08:20:12.554Z,Social Media,Rejecting,,,,BUHOCIQ,,,,,,,,TRUE,,,,,,,,I want to improve My knowledge,,1704356412555,,WorkItem#00000000101D11FJ87QYBGDNTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#838ff3db-f3de-4ae4-9c06-29632039ad2c,Learner#000000000G8Z9ZW7B36BVHVHC5,,,1030,1677149249599,0,,unpaid,,,2023-02-23T07:20:44.158Z,Social Media,testing,,,B803269,B495891,1SELFC,,,,,,,TRUE,,,,,,,,Testing internships apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010K1VSMZMWQ4G3VMH1,,1,,,,,,,1727669047639,,,,Competition,,,,,,,,,,,,,,,,,,,,,1727669047639,,WorkItem#00000000107T2REE86PFSPZ8M0,,,,,"'""is_frozen'"":'""false'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#000000001069QW0TMXJHY1GW8H,BCC0WAV,,1070,1709556088480,1,pi_3OqaqOHbktQoRPOz1h3VdV1J,paid,,1709556146919,2024-03-04T12:38:59.025Z,Social Media,accept,,,,BCC0WAV,,,,,,,,TRUE,,,,,,,,Applying from cypress automation testing.,,1709555939025,,WorkItem#0000000010K12DH2TYEFKHFRSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010Z6P2YG1X4A031Q92,,0,,,,,,,1759469657307,,,,Internship,,,,,,,,,,,,,,,,,,,,,1759469657307,,WorkItem#0000000010N0MAG6FGM1RYPTGZ,,,,,"{'""serial_number'"":'""1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010K1X0BGJPG5XNBNJR,,0,,,,,,,1695113514729,,,,Masterclass,,,,,,,,,,,,,,,,,,,,,1691404462572,,,,,,,"{'""sk'"":'""Testimonial#0000000010KMVMF0KY3CSEWSDF'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#5b103f6b-b175-46e1-b148-0683da9aff14,Learner#000000001016XSG30FDK4DN641,BSCVC4L,,1070,1757927515775,0,,unpaid,TRUE,1757927516547,2025-09-09T04:53:40.788Z,Social Media,Candidate meets all requirements,,,,BSCVC4L,,,,,,,,,,,,,,,,,,1757393620789,,WorkItem#00000000101TQNT2TH975401HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#53b9acae-0932-4695-9902-15d07e165ff6,Learner#000000001034G8DGY0BAHV2YRS,B9ZYF9D,,1055,1693215526635,0,,unpaid,,1721373111646,2023-08-28T09:38:45.654Z,Social Media,This is an auto approved opportunity,,1721373111551,,B9ZYF9D,,,,,,,,TRUE,,,,,,,,Applying from cypress automation testing.,,1693215525654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#09f8a324-2db8-4fed-b6c9-fa1e19f1d69e,Learner#0000000010CY00T85M2M6E5DSK,BDTNPS1,,1120,1685612212820,0,,unpaid,,1685624896387,2023-06-01T09:34:36.391Z,Social Media,Accepted by automation,,,,BDTNPS1,,1685624896148,1685624896148,,,,,TRUE,,,,,,,,Applying from cypress automation testing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#4adf58ed-3878-4110-8874-6be3c88beae4,Learner#0000000010NWQ4VFMF4YE2SDFJ,BWKM5GV,,1070,1745575299142,0,,unpaid,TRUE,1745575872594,2025-04-25T09:58:15.851Z,Illinois Institute of Technology, Reflection form Event opportunity,,,,BWKM5GV,,,,,,,,,,,,,,,,,,1745575095851,,WorkItem#0000000010H7Q6NYN0F9GE420P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#a4809839-e24b-4817-ac33-05ffdbbf3abd,Learner#0000000010QQ2W2586HCNXV7V6,B07SWDV,,1070,1741848640584,100,,paid,TRUE,1741848772395,2025-03-13T06:45:50.959Z,Illinois Institute of Technology,Accepted by automation,,,,B07SWDV,,,,,,,,,,,,,,,,,,1741848350959,,WorkItem#0000000010466Y4JR7C87D3F9S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#bbe8dde1-14a9-41ff-9aa0-6cbc5bd9ca33,Learner#0000000010YYF8FBG8C5JD7QPK,B087W8V,,1070,1709277055245,0,,unpaid,,1709277055408,2024-02-07T08:09:27.077Z,GlobalShala Website, sd,,,,B087W8V,,,,,team,TV36P4L,12345,TRUE,,automatic,,,,,,,,1707293367078,,WorkItem#00000000108SZXRNHQ73F44XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#000000001095XS4KX27TFHQEWM,,0,,,,,,,1701750965961,,,,Career,,,,,,,,,,,,,,,,,,,,,1701750965961,,WorkItem#0000000010CW2YH5VT5Z3X64YM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010K1XFPE980Y5PGD35,,0,,,,,,,1687790438150,,,,Internship,,,,,,,,,,,,,,,,,,,,,1687790438150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010Z76HRZ9F2EN3AH4K,,0,,,,,,,1709540117560,,,,Competition,,,,,,,,,,,,,,,,,,,,,1709538958658,,WorkItem#0000000010HSV08N3MP2CG6XC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#7c1ab053-0f36-4ded-9f8e-86dfb8ec9215,Learner#000000001043VZTJ7NMST6VEA5,,,1110,2023-04-04T10:38:11.836Z,6000000000000,,unpaid,TRUE,1680604718345,2023-04-04T10:38:07.515Z,Saint Louis University,This is an auto approved opportunity,,,,BTUC0P3,,,,aa,,,,,,,,,,,,,1680604718344,1680604687517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#80343e25-e4de-4b8e-89e5-efc332354cd7,Learner#0000000010QBAH0X1F0T4JADXE,BWCKADM,,1070,,0,,unpaid,,1677156305724,2023-02-23T12:05:43.916Z,Social Media,,,,,BWCKADM,,,,,Ankur%27s team,T5YF4WD,,TRUE,,manual,,,,,,,,1677153943916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010K1Y5CAVFEBKSBEAC,,0,,,,,,,1685802082773,,,,Internship,,,,,,,,,,,,,,,,,,,,,1685802082773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#d525f841-555e-4276-b012-bf947cfec7fd,Learner#00000000104CYM0ZRYJMSFS7NH,,,1030,1709277156552,0,,unpaid,,1709277156571,2024-02-06T06:56:26.427Z,My Friend Or Relative,Rejecting,,,,BQX2KWZ,,,,,team,TRWRJU7,12345,TRUE,,automatic,,,,,,,,1707202427177,,WorkItem#0000000010ZFBYYAAQXDQSXWND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#7d3a9e43-8b49-497e-b92f-c74a378f8067,Learner#000000001043VZTJ7NMST6VEA5,,,1110,2023-04-04T07:46:53.031Z,6000000000000,,unpaid,TRUE,1680604096134,2023-04-04T07:46:50.015Z,Illinois Institute of Technology,This is an auto approved opportunity,,,,BTUC0P3,,,,aa,,,,,,,,,,,,,1680604096132,1680594410018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#db3ca45e-7784-4db9-9ea2-7c4f59d519db,Learner#00000000104D2E9HEQNYEGXRVG,B3LSQLV,,1070,1692959273049,0,,unpaid,TRUE,1692960608137,2023-08-25T10:27:38.052Z,social Media,Accepted by automation,,,,BV4IWGC,,,,,,,,,,,,,,,,,,1692959258052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#000000001097BT2Q86VJQ3Q37M,,0,,,,,,,1709302288512,,,,Competition,,,,,,,,,,,,,,,,,,,,,1709296089399,,WorkItem#0000000010H3EZ4PY80DRFN16T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#e84aea65-34d3-440a-bf04-f877d3bc5ce2,Learner#00000000109R85Y8YC9F8YYYKC,BWQ7JDA,,1070,1697038694160,0,,unpaid,,1697038694356,2023-10-11T15:38:13.536Z,Illinois Institute of Technology,This is an auto approved opportunity,,,,BWQ7JDA,,,,,,,,TRUE,,,,,,,,dsad,,1697038693538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#998a6f6b-cc30-411b-9d2d-d2f50958be23,Learner#00000000109RD1FVVS554JS0FQ,,,1010,,1,,unpaid,TRUE,1715060225591,2024-05-07T05:36:43.121Z,Illinois Institute of Technology,,,,,B6IOLWF,,,,,,,,,,,,,,,,,,1715060203121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#e84aea65-34d3-440a-bf04-f877d3bc5ce2,Learner#0000000010BG8GCMWQBQKDQ85Z,,,1010,,0,,unpaid,,,2023-04-26T09:23:01.762Z,GlobalShala Website,,,,BIFHZR8,B3H7TI8,,,,,tq,TCY81V2,12345,TRUE,,automatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#3f19024d-9ba5-43de-bdc7-0d4f42829bb4,Learner#0000000010GT1XABP9QEBXWH3G,BFY8O59,,1070,1709654061826,0,,unpaid,TRUE,1709654063667,2024-03-05T15:53:36.995Z,social Media,Accepted by automation,,,,BFY8O59,,,,,,,,,,,,,,,,,,1709654016995,,WorkItem#0000000010XAW3F3JPC9CVT91Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#b0012672-3be3-47a2-a62c-a50742e757e3,Learner#0000000010GYW1TQJ3J55C5DZY,B0WNU13,,1055,1718188693675,27,,paid,TRUE,1721307203269,2024-06-12T10:35:33.032Z,My Friend Or Relative,acce,,1721307202991,,B0WNU13,,,,,,,,,,,,,,,,,,1718188533032,,WorkItem#00000000101JJSEGQZF8415E80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010Z7ERTWPZAG3VWPFV,,0,,,,,,,1714280108455,,,,Career,,,,,,,,,,,,,,,,,,,,,1714280108455,,WorkItem#00000000105H607ZK9M6YN5ARX,,,,,"'""question'"":'""Additional Notes'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#b0012672-3be3-47a2-a62c-a50742e757e3,Learner#00000000103FR93T0FBKYS9PST,,,1010,,0,,unpaid,,1745565778873,2025-04-25T07:22:58.873Z,Google Search,,,,,B2GK27G,,,,,,,,,,,,,,,,,,1745565778873,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#3c421dfc-3820-4750-ad73-d7546d3d7cdc,Learner#000000001057MTECA971XSV7AH,B6M0U6Y,,1055,1691428140374,0,,unpaid,,1691428161610,2023-08-07T17:08:46.694Z,Social Media,Accepted by automation,,1691428161350,,B6M0U6Y,,,,,,,,TRUE,,,,,,,,Applying from cypress automation testing.,,1691428126694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010K2WH3W5MF21PBK52,,0,,,,,,,1727627055209,,,,Internship,,,,,,,,,,,,,,,,,,,,,1727627055209,,WorkItem#0000000010CB3JM6EAK9D6VNWG,,,,,"{'""serial_number'"":'""0'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
